Color,Size,Fluo,Clarity,Cut,Polish,Symmetry,Discount
H,1.01-1.09,None,VS2,VG,EX,GD,-5.5
I,1.01-1.09,None,VS2,VG,EX,GD,-5.5
J,1.01-1.09,None,VS2,VG,EX,GD,-7.0
K,1.01-1.09,None,VS2,VG,EX,GD,-7.0
L,1.01-1.09,None,VS2,VG,EX,GD,-7.0
M,1.01-1.09,None,VS2,VG,EX,GD,-6.0
D,1.01-1.09,None,SI1,VG,EX,GD,-7.0
E,1.01-1.09,None,SI1,VG,EX,GD,-7.0
F,1.01-1.09,None,SI1,VG,EX,GD,-6.5
G,1.01-1.09,None,SI1,VG,EX,GD,-6.0
H,1.01-1.09,None,SI1,VG,EX,GD,-5.0
I,1.01-1.09,None,SI1,VG,EX,GD,-5.0
J,1.01-1.09,None,SI1,VG,EX,GD,-7.0
K,1.01-1.09,None,SI1,VG,EX,GD,-7.0
L,1.01-1.09,None,SI1,VG,EX,GD,-6.5
M,1.01-1.09,None,SI1,VG,EX,GD,-6.0
D,1.01-1.09,None,SI2,VG,EX,GD,-7.0
E,1.01-1.09,None,SI2,VG,EX,GD,-7.0
F,1.01-1.09,None,SI2,VG,EX,GD,-7.0
G,1.01-1.09,None,SI2,VG,EX,GD,-6.0
H,1.01-1.09,None,SI2,VG,EX,GD,-5.0
I,1.01-1.09,None,SI2,VG,EX,GD,-5.5
J,1.01-1.09,None,SI2,VG,EX,GD,-6.5
K,1.01-1.09,None,SI2,VG,EX,GD,-7.0
L,1.01-1.09,None,SI2,VG,EX,GD,-6.5
M,1.01-1.09,None,SI2,VG,EX,GD,-5.5
D,1.01-1.09,None,I1,VG,EX,GD,-3.5
E,1.01-1.09,None,I1,VG,EX,GD,-3.5
F,1.01-1.09,None,I1,VG,EX,GD,-3.0
G,1.01-1.09,None,I1,VG,EX,GD,-3.0
H,1.01-1.09,None,I1,VG,EX,GD,-3.0
I,1.01-1.09,None,I1,VG,EX,GD,-3.0
J,1.01-1.09,None,I1,VG,EX,GD,-3.5
K,1.01-1.09,None,I1,VG,EX,GD,-3.5
L,1.01-1.09,None,I1,VG,EX,GD,-4.5
M,1.01-1.09,None,I1,VG,EX,GD,-4.5
D,1.50-1.69,None,IF,VG,EX,GD,-6.5
E,1.50-1.69,None,IF,VG,EX,GD,-6.5
F,1.50-1.69,None,IF,VG,EX,GD,-6.0
G,1.50-1.69,None,IF,VG,EX,GD,-6.0
H,1.50-1.69,None,IF,VG,EX,GD,-5.5
I,1.50-1.69,None,IF,VG,EX,GD,-4.0
J,1.50-1.69,None,IF,VG,EX,GD,-4.5
K,1.50-1.69,None,IF,VG,EX,GD,-4.5
L,1.50-1.69,None,IF,VG,EX,GD,-4.0
M,1.50-1.69,None,IF,VG,EX,GD,-3.5
D,1.50-1.69,None,VVS1,VG,EX,GD,-6.5
E,1.50-1.69,None,VVS1,VG,EX,GD,-6.0
F,1.50-1.69,None,VVS1,VG,EX,GD,-6.0
G,1.50-1.69,None,VVS1,VG,EX,GD,-6.5
H,1.50-1.69,None,VVS1,VG,EX,GD,-5.0
I,1.50-1.69,None,VVS1,VG,EX,GD,-4.0
J,1.50-1.69,None,VVS1,VG,EX,GD,-4.5
K,1.50-1.69,None,VVS1,VG,EX,GD,-4.5
L,1.50-1.69,None,VVS1,VG,EX,GD,-4.5
M,1.50-1.69,None,VVS1,VG,EX,GD,-3.5
D,1.50-1.69,None,VVS2,VG,EX,GD,-5.5
E,1.50-1.69,None,VVS2,VG,EX,GD,-5.5
F,1.50-1.69,None,VVS2,VG,EX,GD,-5.5
G,1.50-1.69,None,VVS2,VG,EX,GD,-6.0
H,1.50-1.69,None,VVS2,VG,EX,GD,-5.0
I,1.50-1.69,None,VVS2,VG,EX,GD,-4.0
J,1.50-1.69,None,VVS2,VG,EX,GD,-4.5
K,1.50-1.69,None,VVS2,VG,EX,GD,-4.5
L,1.50-1.69,None,VVS2,VG,EX,GD,-4.5
M,1.50-1.69,None,VVS2,VG,EX,GD,-3.5
D,1.50-1.69,None,VS1,VG,EX,GD,-5.0
E,1.50-1.69,None,VS1,VG,EX,GD,-5.0
F,1.50-1.69,None,VS1,VG,EX,GD,-5.0
G,1.50-1.69,None,VS1,VG,EX,GD,-6.5
H,1.50-1.69,None,VS1,VG,EX,GD,-5.0
I,1.50-1.69,None,VS1,VG,EX,GD,-4.0
J,1.50-1.69,None,VS1,VG,EX,GD,-4.5
K,1.50-1.69,None,VS1,VG,EX,GD,-4.0
L,1.50-1.69,None,VS1,VG,EX,GD,-3.5
M,1.50-1.69,None,VS1,VG,EX,GD,-4.0
D,1.50-1.69,None,VS2,VG,EX,GD,-5.0
E,1.50-1.69,None,VS2,VG,EX,GD,-5.0
F,1.50-1.69,None,VS2,VG,EX,GD,-5.5
G,1.50-1.69,None,VS2,VG,EX,GD,-6.5
H,1.50-1.69,None,VS2,VG,EX,GD,-5.0
I,1.50-1.69,None,VS2,VG,EX,GD,-4.0
J,1.50-1.69,None,VS2,VG,EX,GD,-4.5
K,1.50-1.69,None,VS2,VG,EX,GD,-4.0
L,1.50-1.69,None,VS2,VG,EX,GD,-4.0
M,1.50-1.69,None,VS2,VG,EX,GD,-4.0
D,1.50-1.69,None,SI1,VG,EX,GD,-5.0
E,1.50-1.69,None,SI1,VG,EX,GD,-5.5
F,1.50-1.69,None,SI1,VG,EX,GD,-5.5
G,1.50-1.69,None,SI1,VG,EX,GD,-5.5
H,1.50-1.69,None,SI1,VG,EX,GD,-5.0
I,1.50-1.69,None,SI1,VG,EX,GD,-4.0
J,1.50-1.69,None,SI1,VG,EX,GD,-4.0
K,1.50-1.69,None,SI1,VG,EX,GD,-4.0
L,1.50-1.69,None,SI1,VG,EX,GD,-4.0
M,1.50-1.69,None,SI1,VG,EX,GD,-4.0
D,1.50-1.69,None,SI2,VG,EX,GD,-5.5
E,1.50-1.69,None,SI2,VG,EX,GD,-5.5
F,1.50-1.69,None,SI2,VG,EX,GD,-5.0
G,1.50-1.69,None,SI2,VG,EX,GD,-4.5
H,1.50-1.69,None,SI2,VG,EX,GD,-5.0
I,1.50-1.69,None,SI2,VG,EX,GD,-4.5
J,1.50-1.69,None,SI2,VG,EX,GD,-3.5
K,1.50-1.69,None,SI2,VG,EX,GD,-3.5
L,1.50-1.69,None,SI2,VG,EX,GD,-3.5
M,1.50-1.69,None,SI2,VG,EX,GD,-3.5
D,1.50-1.69,None,I1,VG,EX,GD,-4.0
E,1.50-1.69,None,I1,VG,EX,GD,-4.0
F,1.50-1.69,None,I1,VG,EX,GD,-4.5
G,1.50-1.69,None,I1,VG,EX,GD,-4.5
H,1.50-1.69,None,I1,VG,EX,GD,-4.5
I,1.50-1.69,None,I1,VG,EX,GD,-4.5
J,1.50-1.69,None,I1,VG,EX,GD,-3.5
K,1.50-1.69,None,I1,VG,EX,GD,-4.0
L,1.50-1.69,None,I1,VG,EX,GD,-1.5
M,1.50-1.69,None,I1,VG,EX,GD,-3.5
D,2.01-2.09,None,IF,VG,EX,GD,-7.0
E,2.01-2.09,None,IF,VG,EX,GD,-6.5
F,2.01-2.09,None,IF,VG,EX,GD,-6.0
G,2.01-2.09,None,IF,VG,EX,GD,-6.5
H,2.01-2.09,None,IF,VG,EX,GD,-5.0
I,2.01-2.09,None,IF,VG,EX,GD,-6.0
J,2.01-2.09,None,IF,VG,EX,GD,-6.0
K,2.01-2.09,None,IF,VG,EX,GD,-6.0
L,2.01-2.09,None,IF,VG,EX,GD,-6.5
M,2.01-2.09,None,IF,VG,EX,GD,-7.0
D,2.01-2.09,None,VVS1,VG,EX,GD,-6.0
E,2.01-2.09,None,VVS1,VG,EX,GD,-6.5
F,2.01-2.09,None,VVS1,VG,EX,GD,-6.5
G,2.01-2.09,None,VVS1,VG,EX,GD,-5.5
H,2.01-2.09,None,VVS1,VG,EX,GD,-5.5
I,2.01-2.09,None,VVS1,VG,EX,GD,-7.0
J,2.01-2.09,None,VVS1,VG,EX,GD,-7.0
K,2.01-2.09,None,VVS1,VG,EX,GD,-7.0
L,2.01-2.09,None,VVS1,VG,EX,GD,-6.5
M,2.01-2.09,None,VVS1,VG,EX,GD,-7.0
D,2.01-2.09,None,VVS2,VG,EX,GD,-5.5
E,2.01-2.09,None,VVS2,VG,EX,GD,-6.0
F,2.01-2.09,None,VVS2,VG,EX,GD,-5.5
G,2.01-2.09,None,VVS2,VG,EX,GD,-5.0
H,2.01-2.09,None,VVS2,VG,EX,GD,-5.0
I,2.01-2.09,None,VVS2,VG,EX,GD,-6.0
J,2.01-2.09,None,VVS2,VG,EX,GD,-6.5
K,2.01-2.09,None,VVS2,VG,EX,GD,-5.5
L,2.01-2.09,None,VVS2,VG,EX,GD,-6.5
M,2.01-2.09,None,VVS2,VG,EX,GD,-7.0
D,2.01-2.09,None,VS1,VG,EX,GD,-5.5
E,2.01-2.09,None,VS1,VG,EX,GD,-5.0
F,2.01-2.09,None,VS1,VG,EX,GD,-6.0
G,2.01-2.09,None,VS1,VG,EX,GD,-5.5
H,2.01-2.09,None,VS1,VG,EX,GD,-5.0
I,2.01-2.09,None,VS1,VG,EX,GD,-6.0
J,2.01-2.09,None,VS1,VG,EX,GD,-6.0
K,2.01-2.09,None,VS1,VG,EX,GD,-7.0
L,2.01-2.09,None,VS1,VG,EX,GD,-6.5
M,2.01-2.09,None,VS1,VG,EX,GD,-6.0
D,2.01-2.09,None,VS2,VG,EX,GD,-6.0
E,2.01-2.09,None,VS2,VG,EX,GD,-6.0
F,2.01-2.09,None,VS2,VG,EX,GD,-5.5
G,2.01-2.09,None,VS2,VG,EX,GD,-5.5
H,2.01-2.09,None,VS2,VG,EX,GD,-5.0
I,2.01-2.09,None,VS2,VG,EX,GD,-6.0
J,2.01-2.09,None,VS2,VG,EX,GD,-6.0
K,2.01-2.09,None,VS2,VG,EX,GD,-7.0
L,2.01-2.09,None,VS2,VG,EX,GD,-5.5
M,2.01-2.09,None,VS2,VG,EX,GD,-5.0
D,2.01-2.09,None,SI1,VG,EX,GD,-6.0
E,2.01-2.09,None,SI1,VG,EX,GD,-6.5
F,2.01-2.09,None,SI1,VG,EX,GD,-6.0
G,2.01-2.09,None,SI1,VG,EX,GD,-6.0
H,2.01-2.09,None,SI1,VG,EX,GD,-5.0
I,2.01-2.09,None,SI1,VG,EX,GD,-5.5
J,2.01-2.09,None,SI1,VG,EX,GD,-6.5
K,2.01-2.09,None,SI1,VG,EX,GD,-6.0
L,2.01-2.09,None,SI1,VG,EX,GD,-5.0
M,2.01-2.09,None,SI1,VG,EX,GD,-6.0
D,2.01-2.09,None,SI2,VG,EX,GD,-7.0
E,2.01-2.09,None,SI2,VG,EX,GD,-6.5
F,2.01-2.09,None,SI2,VG,EX,GD,-5.5
G,2.01-2.09,None,SI2,VG,EX,GD,-6.0
H,2.01-2.09,None,SI2,VG,EX,GD,-6.0
I,2.01-2.09,None,SI2,VG,EX,GD,-5.5
J,2.01-2.09,None,SI2,VG,EX,GD,-5.5
K,2.01-2.09,None,SI2,VG,EX,GD,-6.0
L,2.01-2.09,None,SI2,VG,EX,GD,-5.0
M,2.01-2.09,None,SI2,VG,EX,GD,-4.5
D,2.01-2.09,None,I1,VG,EX,GD,-4.5
E,2.01-2.09,None,I1,VG,EX,GD,-5.0
F,2.01-2.09,None,I1,VG,EX,GD,-4.5
G,2.01-2.09,None,I1,VG,EX,GD,-4.5
H,2.01-2.09,None,I1,VG,EX,GD,-5.5
I,2.01-2.09,None,I1,VG,EX,GD,-6.0
J,2.01-2.09,None,I1,VG,EX,GD,-5.0
K,2.01-2.09,None,I1,VG,EX,GD,-5.0
L,2.01-2.09,None,I1,VG,EX,GD,-5.5
M,2.01-2.09,None,I1,VG,EX,GD,-4.5
D,1.01-1.09,Faint,IF,EX,EX,GD,-7.0
E,1.01-1.09,Faint,IF,EX,EX,GD,-7.0
F,1.01-1.09,Faint,IF,EX,EX,GD,-7.0
G,1.01-1.09,Faint,IF,EX,EX,GD,-7.0
H,1.01-1.09,Faint,IF,EX,EX,GD,-7.0
I,1.01-1.09,Faint,IF,EX,EX,GD,-7.0
J,1.01-1.09,Faint,IF,EX,EX,GD,-7.0
K,1.01-1.09,Faint,IF,EX,EX,GD,-7.0
L,1.01-1.09,Faint,IF,EX,EX,GD,-7.0
M,1.01-1.09,Faint,IF,EX,EX,GD,-7.0
D,1.01-1.09,Faint,VVS1,EX,EX,GD,-7.0
E,1.01-1.09,Faint,VVS1,EX,EX,GD,-7.0
F,1.01-1.09,Faint,VVS1,EX,EX,GD,-7.0
G,1.01-1.09,Faint,VVS1,EX,EX,GD,-7.0
H,1.01-1.09,Faint,VVS1,EX,EX,GD,-7.0
I,1.01-1.09,Faint,VVS1,EX,EX,GD,-7.0
J,1.01-1.09,Faint,VVS1,EX,EX,GD,-7.0
K,1.01-1.09,Faint,VVS1,EX,EX,GD,-7.0
L,1.01-1.09,Faint,VVS1,EX,EX,GD,-7.0
M,1.01-1.09,Faint,VVS1,EX,EX,GD,-6.5
D,1.01-1.09,Faint,VVS2,EX,EX,GD,-7.0
E,1.01-1.09,Faint,VVS2,EX,EX,GD,-7.0
F,1.01-1.09,Faint,VVS2,EX,EX,GD,-7.0
G,1.01-1.09,Faint,VVS2,EX,EX,GD,-7.0
H,1.01-1.09,Faint,VVS2,EX,EX,GD,-7.0
I,1.01-1.09,Faint,VVS2,EX,EX,GD,-7.0
J,1.01-1.09,Faint,VVS2,EX,EX,GD,-7.0
K,1.01-1.09,Faint,VVS2,EX,EX,GD,-7.0
L,1.01-1.09,Faint,VVS2,EX,EX,GD,-7.0
M,1.01-1.09,Faint,VVS2,EX,EX,GD,-7.0
D,1.01-1.09,Faint,VS1,EX,EX,GD,-7.0
E,1.01-1.09,Faint,VS1,EX,EX,GD,-7.0
F,1.01-1.09,Faint,VS1,EX,EX,GD,-7.0
G,1.01-1.09,Faint,VS1,EX,EX,GD,-7.0
H,1.01-1.09,Faint,VS1,EX,EX,GD,-7.0
I,1.01-1.09,Faint,VS1,EX,EX,GD,-7.0
J,1.01-1.09,Faint,VS1,EX,EX,GD,-7.0
K,1.01-1.09,Faint,VS1,EX,EX,GD,-7.0
L,1.01-1.09,Faint,VS1,EX,EX,GD,-7.0
M,1.01-1.09,Faint,VS1,EX,EX,GD,-6.5
D,1.01-1.09,Faint,VS2,EX,EX,GD,-7.0
E,1.01-1.09,Faint,VS2,EX,EX,GD,-7.0
F,1.01-1.09,Faint,VS2,EX,EX,GD,-7.0
G,1.01-1.09,Faint,VS2,EX,EX,GD,-7.0
H,1.01-1.09,Faint,VS2,EX,EX,GD,-7.0
I,1.01-1.09,Faint,VS2,EX,EX,GD,-7.0
J,1.01-1.09,Faint,VS2,EX,EX,GD,-7.0
K,1.01-1.09,Faint,VS2,EX,EX,GD,-7.0
L,1.01-1.09,Faint,VS2,EX,EX,GD,-7.0
M,1.01-1.09,Faint,VS2,EX,EX,GD,-6.5
D,1.01-1.09,Faint,SI1,EX,EX,GD,-7.0
E,1.01-1.09,Faint,SI1,EX,EX,GD,-7.0
F,1.01-1.09,Faint,SI1,EX,EX,GD,-7.0
G,1.01-1.09,Faint,SI1,EX,EX,GD,-7.0
H,1.01-1.09,Faint,SI1,EX,EX,GD,-7.0
I,1.01-1.09,Faint,SI1,EX,EX,GD,-7.0
J,1.01-1.09,Faint,SI1,EX,EX,GD,-7.0
K,1.01-1.09,Faint,SI1,EX,EX,GD,-7.0
L,1.01-1.09,Faint,SI1,EX,EX,GD,-7.0
M,1.01-1.09,Faint,SI1,EX,EX,GD,-6.5
D,1.01-1.09,Faint,SI2,EX,EX,GD,-7.0
E,1.01-1.09,Faint,SI2,EX,EX,GD,-7.0
F,1.01-1.09,Faint,SI2,EX,EX,GD,-7.0
G,1.01-1.09,Faint,SI2,EX,EX,GD,-7.0
H,1.01-1.09,Faint,SI2,EX,EX,GD,-6.5
I,1.01-1.09,Faint,SI2,EX,EX,GD,-6.5
J,1.01-1.09,Faint,SI2,EX,EX,GD,-7.0
K,1.01-1.09,Faint,SI2,EX,EX,GD,-7.0
L,1.01-1.09,Faint,SI2,EX,EX,GD,-6.0
M,1.01-1.09,Faint,SI2,EX,EX,GD,-5.0
D,1.01-1.09,Faint,I1,EX,EX,GD,-7.0
E,1.01-1.09,Faint,I1,EX,EX,GD,-6.0
F,1.01-1.09,Faint,I1,EX,EX,GD,-6.5
G,1.01-1.09,Faint,I1,EX,EX,GD,-4.5
H,1.01-1.09,Faint,I1,EX,EX,GD,-4.0
I,1.01-1.09,Faint,I1,EX,EX,GD,-4.5
J,1.01-1.09,Faint,I1,EX,EX,GD,-6.0
K,1.01-1.09,Faint,I1,EX,EX,GD,-6.0
L,1.01-1.09,Faint,I1,EX,EX,GD,-6.5
M,1.01-1.09,Faint,I1,EX,EX,GD,-4.5
D,1.50-1.69,Faint,IF,EX,EX,GD,-7.0
E,1.50-1.69,Faint,IF,EX,EX,GD,-7.0
F,1.50-1.69,Faint,IF,EX,EX,GD,-7.0
G,1.50-1.69,Faint,IF,EX,EX,GD,-7.0
H,1.50-1.69,Faint,IF,EX,EX,GD,-7.0
I,1.50-1.69,Faint,IF,EX,EX,GD,-7.0
J,1.50-1.69,Faint,IF,EX,EX,GD,-7.0
K,1.50-1.69,Faint,IF,EX,EX,GD,-7.0
L,1.50-1.69,Faint,IF,EX,EX,GD,-6.0
M,1.50-1.69,Faint,IF,EX,EX,GD,-6.0
D,1.50-1.69,Faint,VVS1,EX,EX,GD,-7.0
E,1.50-1.69,Faint,VVS1,EX,EX,GD,-7.0
F,1.50-1.69,Faint,VVS1,EX,EX,GD,-7.0
G,1.50-1.69,Faint,VVS1,EX,EX,GD,-7.0
H,1.50-1.69,Faint,VVS1,EX,EX,GD,-7.0
I,1.50-1.69,Faint,VVS1,EX,EX,GD,-7.0
J,1.50-1.69,Faint,VVS1,EX,EX,GD,-6.5
K,1.50-1.69,Faint,VVS1,EX,EX,GD,-7.0
L,1.50-1.69,Faint,VVS1,EX,EX,GD,-6.5
M,1.50-1.69,Faint,VVS1,EX,EX,GD,-5.0
D,1.50-1.69,Faint,VVS2,EX,EX,GD,-7.0
E,1.50-1.69,Faint,VVS2,EX,EX,GD,-7.0
F,1.50-1.69,Faint,VVS2,EX,EX,GD,-7.0
G,1.50-1.69,Faint,VVS2,EX,EX,GD,-7.0
H,1.50-1.69,Faint,VVS2,EX,EX,GD,-7.0
I,1.50-1.69,Faint,VVS2,EX,EX,GD,-7.0
J,1.50-1.69,Faint,VVS2,EX,EX,GD,-7.0
K,1.50-1.69,Faint,VVS2,EX,EX,GD,-6.0
L,1.50-1.69,Faint,VVS2,EX,EX,GD,-6.0
M,1.50-1.69,Faint,VVS2,EX,EX,GD,-6.5
D,1.50-1.69,Faint,VS1,EX,EX,GD,-7.0
E,1.50-1.69,Faint,VS1,EX,EX,GD,-7.0
F,1.50-1.69,Faint,VS1,EX,EX,GD,-7.0
G,1.50-1.69,Faint,VS1,EX,EX,GD,-7.0
H,1.50-1.69,Faint,VS1,EX,EX,GD,-7.0
I,1.50-1.69,Faint,VS1,EX,EX,GD,-6.5
J,1.50-1.69,Faint,VS1,EX,EX,GD,-7.0
K,1.50-1.69,Faint,VS1,EX,EX,GD,-6.5
L,1.50-1.69,Faint,VS1,EX,EX,GD,-7.0
M,1.50-1.69,Faint,VS1,EX,EX,GD,-5.0
D,1.50-1.69,Faint,VS2,EX,EX,GD,-7.0
E,1.50-1.69,Faint,VS2,EX,EX,GD,-7.0
F,1.50-1.69,Faint,VS2,EX,EX,GD,-7.0
G,1.50-1.69,Faint,VS2,EX,EX,GD,-7.0
H,1.50-1.69,Faint,VS2,EX,EX,GD,-7.0
I,1.50-1.69,Faint,VS2,EX,EX,GD,-5.0
J,1.50-1.69,Faint,VS2,EX,EX,GD,-5.5
K,1.50-1.69,Faint,VS2,EX,EX,GD,-5.5
L,1.50-1.69,Faint,VS2,EX,EX,GD,-7.0
M,1.50-1.69,Faint,VS2,EX,EX,GD,-6.5
D,1.50-1.69,Faint,SI1,EX,EX,GD,-7.0
E,1.50-1.69,Faint,SI1,EX,EX,GD,-7.0
F,1.50-1.69,Faint,SI1,EX,EX,GD,-7.0
G,1.50-1.69,Faint,SI1,EX,EX,GD,-7.0
H,1.50-1.69,Faint,SI1,EX,EX,GD,-7.0
I,1.50-1.69,Faint,SI1,EX,EX,GD,-5.5
J,1.50-1.69,Faint,SI1,EX,EX,GD,-6.0
K,1.50-1.69,Faint,SI1,EX,EX,GD,-6.0
L,1.50-1.69,Faint,SI1,EX,EX,GD,-7.0
M,1.50-1.69,Faint,SI1,EX,EX,GD,-6.5
D,1.50-1.69,Faint,SI2,EX,EX,GD,-7.0
E,1.50-1.69,Faint,SI2,EX,EX,GD,-7.0
F,1.50-1.69,Faint,SI2,EX,EX,GD,-7.0
G,1.50-1.69,Faint,SI2,EX,EX,GD,-7.0
H,1.50-1.69,Faint,SI2,EX,EX,GD,-7.0
I,1.50-1.69,Faint,SI2,EX,EX,GD,-7.0
J,1.50-1.69,Faint,SI2,EX,EX,GD,-6.0
K,1.50-1.69,Faint,SI2,EX,EX,GD,-5.5
L,1.50-1.69,Faint,SI2,EX,EX,GD,-6.0
M,1.50-1.69,Faint,SI2,EX,EX,GD,-5.5
D,1.50-1.69,Faint,I1,EX,EX,GD,-7.0
E,1.50-1.69,Faint,I1,EX,EX,GD,-7.0
F,1.50-1.69,Faint,I1,EX,EX,GD,-5.0
G,1.50-1.69,Faint,I1,EX,EX,GD,-5.5
H,1.50-1.69,Faint,I1,EX,EX,GD,-4.5
I,1.50-1.69,Faint,I1,EX,EX,GD,-6.0
J,1.50-1.69,Faint,I1,EX,EX,GD,-6.0
K,1.50-1.69,Faint,I1,EX,EX,GD,-7.0
L,1.50-1.69,Faint,I1,EX,EX,GD,-4.5
M,1.50-1.69,Faint,I1,EX,EX,GD,-6.0
D,2.01-2.09,Faint,IF,EX,EX,GD,-7.0
E,2.01-2.09,Faint,IF,EX,EX,GD,-7.0
F,2.01-2.09,Faint,IF,EX,EX,GD,-7.0
G,2.01-2.09,Faint,IF,EX,EX,GD,-7.0
H,2.01-2.09,Faint,IF,EX,EX,GD,-6.5
I,2.01-2.09,Faint,IF,EX,EX,GD,-7.0
J,2.01-2.09,Faint,IF,EX,EX,GD,-7.0
K,2.01-2.09,Faint,IF,EX,EX,GD,-7.0
L,2.01-2.09,Faint,IF,EX,EX,GD,-7.0
M,2.01-2.09,Faint,IF,EX,EX,GD,-7.0
D,2.01-2.09,Faint,VVS1,EX,EX,GD,-7.0
E,2.01-2.09,Faint,VVS1,EX,EX,GD,-7.0
F,2.01-2.09,Faint,VVS1,EX,EX,GD,-6.0
G,2.01-2.09,Faint,VVS1,EX,EX,GD,-7.0
H,2.01-2.09,Faint,VVS1,EX,EX,GD,-7.0
I,2.01-2.09,Faint,VVS1,EX,EX,GD,-7.0
J,2.01-2.09,Faint,VVS1,EX,EX,GD,-7.0
K,2.01-2.09,Faint,VVS1,EX,EX,GD,-7.0
L,2.01-2.09,Faint,VVS1,EX,EX,GD,-7.0
M,2.01-2.09,Faint,VVS1,EX,EX,GD,-7.0
D,2.01-2.09,Faint,VVS2,EX,EX,GD,-6.0
E,2.01-2.09,Faint,VVS2,EX,EX,GD,-7.0
F,2.01-2.09,Faint,VVS2,EX,EX,GD,-6.5
G,2.01-2.09,Faint,VVS2,EX,EX,GD,-6.5
H,2.01-2.09,Faint,VVS2,EX,EX,GD,-7.0
I,2.01-2.09,Faint,VVS2,EX,EX,GD,-7.0
J,2.01-2.09,Faint,VVS2,EX,EX,GD,-7.0
K,2.01-2.09,Faint,VVS2,EX,EX,GD,-7.0
L,2.01-2.09,Faint,VVS2,EX,EX,GD,-7.0
M,2.01-2.09,Faint,VVS2,EX,EX,GD,-7.0
D,2.01-2.09,Faint,VS1,EX,EX,GD,-6.0
E,2.01-2.09,Faint,VS1,EX,EX,GD,-6.5
F,2.01-2.09,Faint,VS1,EX,EX,GD,-6.0
G,2.01-2.09,Faint,VS1,EX,EX,GD,-7.0
H,2.01-2.09,Faint,VS1,EX,EX,GD,-6.5
I,2.01-2.09,Faint,VS1,EX,EX,GD,-7.0
J,2.01-2.09,Faint,VS1,EX,EX,GD,-7.0
K,2.01-2.09,Faint,VS1,EX,EX,GD,-7.0
L,2.01-2.09,Faint,VS1,EX,EX,GD,-7.0
M,2.01-2.09,Faint,VS1,EX,EX,GD,-7.0
D,2.01-2.09,Faint,VS2,EX,EX,GD,-6.5
E,2.01-2.09,Faint,VS2,EX,EX,GD,-7.0
F,2.01-2.09,Faint,VS2,EX,EX,GD,-6.0
G,2.01-2.09,Faint,VS2,EX,EX,GD,-6.5
H,2.01-2.09,Faint,VS2,EX,EX,GD,-7.0
I,2.01-2.09,Faint,VS2,EX,EX,GD,-7.0
J,2.01-2.09,Faint,VS2,EX,EX,GD,-7.0
K,2.01-2.09,Faint,VS2,EX,EX,GD,-7.0
L,2.01-2.09,Faint,VS2,EX,EX,GD,-7.0
M,2.01-2.09,Faint,VS2,EX,EX,GD,-7.0
D,2.01-2.09,Faint,SI1,EX,EX,GD,-7.0
E,2.01-2.09,Faint,SI1,EX,EX,GD,-7.0
F,2.01-2.09,Faint,SI1,EX,EX,GD,-7.0
G,2.01-2.09,Faint,SI1,EX,EX,GD,-7.0
H,2.01-2.09,Faint,SI1,EX,EX,GD,-7.0
I,2.01-2.09,Faint,SI1,EX,EX,GD,-6.5
J,2.01-2.09,Faint,SI1,EX,EX,GD,-7.0
K,2.01-2.09,Faint,SI1,EX,EX,GD,-7.0
L,2.01-2.09,Faint,SI1,EX,EX,GD,-7.0
M,2.01-2.09,Faint,SI1,EX,EX,GD,-7.0
D,2.01-2.09,Faint,SI2,EX,EX,GD,-7.0
E,2.01-2.09,Faint,SI2,EX,EX,GD,-7.0
F,2.01-2.09,Faint,SI2,EX,EX,GD,-7.0
G,2.01-2.09,Faint,SI2,EX,EX,GD,-7.0
H,2.01-2.09,Faint,SI2,EX,EX,GD,-7.0
I,2.01-2.09,Faint,SI2,EX,EX,GD,-6.0
J,2.01-2.09,Faint,SI2,EX,EX,GD,-7.0
K,2.01-2.09,Faint,SI2,EX,EX,GD,-7.0
L,2.01-2.09,Faint,SI2,EX,EX,GD,-6.5
M,2.01-2.09,Faint,SI2,EX,EX,GD,-6.5
D,2.01-2.09,Faint,I1,EX,EX,GD,-7.0
E,2.01-2.09,Faint,I1,EX,EX,GD,-7.0
F,2.01-2.09,Faint,I1,EX,EX,GD,-6.0
G,2.01-2.09,Faint,I1,EX,EX,GD,-5.5
H,2.01-2.09,Faint,I1,EX,EX,GD,-6.0
I,2.01-2.09,Faint,I1,EX,EX,GD,-6.0
J,2.01-2.09,Faint,I1,EX,EX,GD,-7.0
K,2.01-2.09,Faint,I1,EX,EX,GD,-7.0
L,2.01-2.09,Faint,I1,EX,EX,GD,-7.0
M,2.01-2.09,Faint,I1,EX,EX,GD,-5.0
D,1.01-1.09,Faint,IF,VG,EX,GD,-7.0
E,1.01-1.09,Faint,IF,VG,EX,GD,-7.0
F,1.01-1.09,Faint,IF,VG,EX,GD,-7.0
G,1.01-1.09,Faint,IF,VG,EX,GD,-7.0
H,1.01-1.09,Faint,IF,VG,EX,GD,-7.0
I,1.01-1.09,Faint,IF,VG,EX,GD,-7.0
J,1.01-1.09,Faint,IF,VG,EX,GD,-7.0
K,1.01-1.09,Faint,IF,VG,EX,GD,-7.0
L,1.01-1.09,Faint,IF,VG,EX,GD,-7.0
M,1.01-1.09,Faint,IF,VG,EX,GD,-7.0
D,1.01-1.09,Faint,VVS1,VG,EX,GD,-7.0
E,1.01-1.09,Faint,VVS1,VG,EX,GD,-7.0
F,1.01-1.09,Faint,VVS1,VG,EX,GD,-7.0
